nm,Em_mSc,Abs_mSc,Em_mO2,Abs_mO2,Em_sYFP2,Abs_sYFP2,Em_mCl3,Abs_mCl3,Em_sGFP2,Abs_sGFP2,Em_mTq2,Abs_mTq2,Em_mCar,Abs_mCar,Em_mTagBFP2,Abs_mTagBFP2
570,20.21264174,,,,,,,,,,,,,,,
571.0200195,23.80399819,,,,,,,,,,,,,,,
572.0499878,28.36641089,,,,,,,,,,,,,,,
572.9400024,33.74077992,,,,,,,,,,,,,,,
573.9699707,39.70444937,,,,,,,,,,,,,,,
575,45.85561465,,,,,,,,,,,,,,,
576.0200195,52.22150798,,,,,,,,,,,,,,,
577.0499878,58.18139005,,,,,,,,,,,,,,,
577.9400024,64.25137442,,,,,,,,,,,,,,,
578.9699707,69.81619897,,,,,,,,,,,,,,,
580,75.01403679,,,,,,,,,,,,,,,
581.0200195,79.90016436,,,,,,,,,,,,,,,
582.0499878,84.14231536,,,,,,,,,,,,,,,
582.9400024,87.84024314,,,,,,,,,,,,,,,
583.9699707,91.27454978,,,,,,,,,,,,,,,
585,93.81597535,,,,,,,,,,,,,,,
586.0200195,95.94671938,,,,,,,,,,,,,,,
587.0499878,97.76211774,,,,,,,,,,,,,,,
587.9400024,98.94530454,,,,,,,,,,,,,,,
588.9699707,99.71562112,,,,,,,,,,,,,,,
590,100,,,,,,,,,,,,,,,
591.0200195,99.60506487,,,,,,,,,,,,,,,
592.0499878,98.84281062,,,,,,,,,,,,,,,
592.9400024,98.26251446,,,,,,,,,,,,,,,
593.9699707,97.22119533,,,,,,,,,,,,,,,
595,96.19626136,,,,,,,,,,,,,,,
596.0200195,94.65910597,,,,,,,,,,,,,,,
597.0499878,92.44262348,,,,,,,,,,,,,,,
597.9400024,90.32923824,,,,,,,,,,,,,,,
598.9699707,88.40432093,,,,,,,,,,,,,,,
600,86.14224074,,,,,,,,,,,,,,,
601.0200195,83.9863078,,,,,,,,,,,,,,,
602.0499878,81.39881481,,,,,,,,,,,,,,,
602.9400024,78.84005767,,,,,,,,,,,,,,,
603.9699707,76.15590419,,,,,,,,,,,,,,,
605,73.76883062,,,,,,,,,,,,,,,
606.0200195,71.39087481,,,,,,,,,,,,,,,
607.0499878,69.24442261,,,,,,,,,,,,,,,
607.9400024,66.68857899,,,,,,,,,,,,,,,
608.9699707,64.3129176,,,,,,,,,,,,,,,
610,62.1938373,,,,,,,,,,,,,,,
611.0200195,60.04086772,,,,,,,,,,,,,,,
612.0499878,57.98411521,,,,,,,,,,,,,,,
612.9400024,56.0474439,,,,,,,,,,,,,,,
613.9699707,53.93431801,,,,,,,,,,,,,,,
615,51.97879481,,,,,,,,,,,,,,,
616.0200195,49.85562808,,,,,,,,,,,,,,,
617.0499878,48.12982874,,,,,,,,,,,,,,,
617.9400024,46.21885469,,,,,,,,,,,,,,,
618.9699707,44.57223793,,,,,,,,,,,,,,,
620,42.60818863,,,,,,,,,,,,,,,
621.0200195,40.64521696,,,,,,,,,,,,,,,
622.0499878,38.61630017,,,,,,,,,,,,,,,
622.9400024,36.90622288,,,,,,,,,,,,,,,
623.9699707,35.02916439,,,,,,,,,,,,,,,
625,33.41814193,,,,,,,,,,,,,,,
626.0200195,32.05611545,,,,,,,,,,,,,,,
627.0499878,30.52024673,,,,,,,,,,,,,,,
627.9400024,28.92007528,,,,,,,,,,,,,,,
628.9699707,27.63623723,,,,,,,,,,,,,,,
630,26.22566887,,,,,,,,,,,,,,,
631.0100098,25.08792081,,,,,,,,,,,,,,,
632.0200195,23.68732623,,,,,,,,,,,,,,,
633.039978,22.23907936,,,,,,,,,,,,,,,
634.0499878,20.58136801,,,,,,,,,,,,,,,
635.0700073,19.29166086,,,,,,,,,,,,,,,
635.9400024,17.57788845,,,,,,,,,,,,,,,
636.9500122,16.03111486,,,,,,,,,,,,,,,
637.9699707,14.67279711,,,,,,,,,,,,,,,
638.9799805,13.1640829,,,,,,,,,,,,,,,
640,11.64124576,,,,,,,,,,,,,,,
641.0100098,10.37525034,,,,,,,,,,,,,,,
642.0200195,9.100753475,,,,,,,,,,,,,,,
643.039978,7.875751717,,,,,,,,,,,,,,,
644.0499878,6.548139574,,,,,,,,,,,,,,,
645.0700073,5.237582545,,,,,,,,,,,,,,,
645.9400024,3.911044936,,,,,,,,,,,,,,,
646.9500122,2.772875892,,,,,,,,,,,,,,,
647.9699707,1.678427392,,,,,,,,,,,,,,,
648.9799805,0.769789269,,,,,,,,,,,,,,,
650,0,,,,,,,,,,,,,,,
450,,0,,,,,,,,,,,,,,
451.0599976,,0.047113079,,,,,,,,,,,,,,
451.9599915,,0.092187746,,,,,,,,,,,,,,
453.0299988,,0.146641658,,,,,,,,,,,,,,
453.9299927,,0.215790499,,,,,,,,,,,,,,
455,,0.291281765,,,,,,,,,,,,,,
456.0599976,,0.380233635,,,,,,,,,,,,,,
456.9599915,,0.468170083,,,,,,,,,,,,,,
458.0299988,,0.557215986,,,,,,,,,,,,,,
458.9299927,,0.654096182,,,,,,,,,,,,,,
460,,0.750629493,,,,,,,,,,,,,,
461.0599976,,0.842100069,,,,,,,,,,,,,,
461.9599915,,0.985471753,,,,,,,,,,,,,,
463.0299988,,1.116217619,,,,,,,,,,,,,,
463.9299927,,1.218271612,,,,,,,,,,,,,,
465,,1.339681457,,,,,,,,,,,,,,
466.0599976,,1.477935241,,,,,,,,,,,,,,
466.9599915,,1.614917884,,,,,,,,,,,,,,
468.0299988,,1.751578617,,,,,,,,,,,,,,
468.9299927,,1.914166817,,,,,,,,,,,,,,
470,,2.056555742,,,,,,,,,,,,,,
471.0400085,,2.235009133,,,,,,,,,,,,,,
471.9400024,,2.40857943,,,,,,,,,,,,,,
472.980011,,2.601661723,,,,,,,,,,,,,,
474.019989,,2.842837792,,,,,,,,,,,,,,
475.0700073,,3.065418312,,,,,,,,,,,,,,
475.9700012,,3.281212036,,,,,,,,,,,,,,
477.0100098,,3.547634838,,,,,,,,,,,,,,
478.0499878,,3.83496724,,,,,,,,,,,,,,
478.9500122,,4.136321354,,,,,,,,,,,,,,
480,,4.454937278,,,,,,,,,,,,,,
481.0400085,,4.788870869,,,,,,,,,,,,,,
481.9400024,,5.108926424,,,,,,,,,,,,,,
482.980011,,5.481722,,,,,,,,,,,,,,
484.019989,,5.82857583,,,,,,,,,,,,,,
485.0700073,,6.190445259,,,,,,,,,,,,,,
485.9700012,,6.586135115,,,,,,,,,,,,,,
487.0100098,,6.952911305,,,,,,,,,,,,,,
488.0499878,,7.314940338,,,,,,,,,,,,,,
488.9500122,,7.705103614,,,,,,,,,,,,,,
490,,8.065923595,,,,,,,,,,,,,,
491.0599976,,8.493774849,,,,,,,,,,,,,,
491.9599915,,8.917845301,,,,,,,,,,,,,,
493.0299988,,9.2949326,,,,,,,,,,,,,,
493.9299927,,9.671536293,,,,,,,,,,,,,,
495,,10.06686891,,,,,,,,,,,,,,
496.0599976,,10.45404032,,,,,,,,,,,,,,
496.9599915,,10.82611404,,,,,,,,,,,,,,
498.0299988,,11.18698267,,,,,,,,,,,,,,
498.9299927,,11.58270604,,,,,,,,,,,,,,
500,,11.96186319,,,,,,,,,,,,,,
501.0400085,,12.32224221,,,,,,,,,,,,,,
501.9400024,,12.74515766,,,,,,,,,,,,,,
502.980011,,13.23119568,,,,,,,,,,,,,,
504.019989,,13.79482496,,,,,,,,,,,,,,
505.0700073,,14.3681647,,,,,,,,,,,,,,
505.9700012,,14.96007655,,,,,,,,,,,,,,
507.0100098,,15.65701428,,,,,,,,,,,,,,
508.0499878,,16.35212825,,,,,,,,,,,,,,
508.9500122,,17.12123288,,,,,,,,,,,,,,
510,,17.98743278,,,,,,,,,,,,,,
511.0400085,,18.92083924,,,,,,,,,,,,,,
511.9400024,,19.89242108,,,,,,,,,,,,,,
512.9799805,,20.97436642,,,,,,,,,,,,,,
514.0200195,,22.12638844,,,,,,,,,,,,,,
515.0700073,,23.27805172,,,,,,,,,,,,,,
515.9699707,,24.53526873,,,,,,,,,,,,,,
517.0100098,,25.88441437,,,,,,,,,,,,,,
518.0499878,,27.21376634,,,,,,,,,,,,,,
518.9500122,,28.63338698,,,,,,,,,,,,,,
520,,30.00764679,,,,,,,,,,,,,,
521.0200195,,31.38483739,,,,,,,,,,,,,,
522.0499878,,32.82287802,,,,,,,,,,,,,,
522.9400024,,34.1793193,,,,,,,,,,,,,,
523.9699707,,35.44278572,,,,,,,,,,,,,,
525,,36.68419447,,,,,,,,,,,,,,
526.0200195,,37.7958295,,,,,,,,,,,,,,
527.0499878,,38.77425179,,,,,,,,,,,,,,
527.9400024,,39.56951119,,,,,,,,,,,,,,
528.9699707,,40.28115169,,,,,,,,,,,,,,
530,,40.87708736,,,,,,,,,,,,,,
531.039978,,41.35416636,,,,,,,,,,,,,,
531.9400024,,41.75669155,,,,,,,,,,,,,,
532.9799805,,42.12684209,,,,,,,,,,,,,,
534.0200195,,42.41706479,,,,,,,,,,,,,,
535.0700073,,42.65776406,,,,,,,,,,,,,,
535.9699707,,42.97273499,,,,,,,,,,,,,,
537.0100098,,43.23502532,,,,,,,,,,,,,,
538.0499878,,43.5931079,,,,,,,,,,,,,,
538.9500122,,43.96896922,,,,,,,,,,,,,,
540,,44.37108205,,,,,,,,,,,,,,
541.0200195,,44.8394445,,,,,,,,,,,,,,
542.0499878,,45.49762422,,,,,,,,,,,,,,
542.9400024,,46.25513021,,,,,,,,,,,,,,
543.9699707,,47.07693244,,,,,,,,,,,,,,
545,,48.08901295,,,,,,,,,,,,,,
546.0200195,,49.26271317,,,,,,,,,,,,,,
547.0499878,,50.55261549,,,,,,,,,,,,,,
547.9400024,,52.11445349,,,,,,,,,,,,,,
548.9699707,,53.77919496,,,,,,,,,,,,,,
550,,55.7288322,,,,,,,,,,,,,,
551.039978,,57.73536315,,,,,,,,,,,,,,
551.9400024,,59.88992717,,,,,,,,,,,,,,
552.9799805,,62.20630748,,,,,,,,,,,,,,
554.0200195,,64.69498685,,,,,,,,,,,,,,
555.0700073,,67.27833897,,,,,,,,,,,,,,
555.9699707,,70.00784784,,,,,,,,,,,,,,
557.0100098,,72.90711741,,,,,,,,,,,,,,
558.0499878,,75.82384888,,,,,,,,,,,,,,
558.9500122,,78.86863559,,,,,,,,,,,,,,
560,,82.09394251,,,,,,,,,,,,,,
561.0200195,,85.17447472,,,,,,,,,,,,,,
562.0499878,,88.24025776,,,,,,,,,,,,,,
562.9400024,,91.11698754,,,,,,,,,,,,,,
563.9699707,,93.68680818,,,,,,,,,,,,,,
565,,95.95600357,,,,,,,,,,,,,,
566.0200195,,97.81512432,,,,,,,,,,,,,,
567.0499878,,99.07585442,,,,,,,,,,,,,,
567.9400024,,99.78714893,,,,,,,,,,,,,,
568.9699707,,100,,,,,,,,,,,,,,
570,,99.43753319,,,,,,,,,,,,,,
571.0200195,,98.41521307,,,,,,,,,,,,,,
572.0499878,,96.94584696,,,,,,,,,,,,,,
572.9400024,,94.73286128,,,,,,,,,,,,,,
573.9699707,,92.19583731,,,,,,,,,,,,,,
575,,89.22409907,,,,,,,,,,,,,,
576.0200195,,85.65360865,,,,,,,,,,,,,,
577.0499878,,81.64327612,,,,,,,,,,,,,,
577.9400024,,77.4764412,,,,,,,,,,,,,,
578.9699707,,73.10878872,,,,,,,,,,,,,,
580,,68.36024174,,,,,,,,,,,,,,
581.0200195,,63.57122031,,,,,,,,,,,,,,
582.0499878,,58.72204671,,,,,,,,,,,,,,
582.9400024,,53.99486684,,,,,,,,,,,,,,
583.9699707,,49.3161851,,,,,,,,,,,,,,
585,,44.91216617,,,,,,,,,,,,,,
586.0200195,,41.18745524,,,,,,,,,,,,,,
587.0499878,,38.03530414,,,,,,,,,,,,,,
587.9400024,,35.36583519,,,,,,,,,,,,,,
588.9699707,,33.18142267,,,,,,,,,,,,,,
590,,31.6337374,,,,,,,,,,,,,,
547.0100098,,,64.07286938,,,,,,,,,,,,,
548.0499878,,,64.87758187,,,,,,,,,,,,,
548.9500122,,,65.55466328,,,,,,,,,,,,,
550,,,66.93812668,,,,,,,,,,,,,
551.039978,,,68.6734412,,,,,,,,,,,,,
551.9400024,,,70.66518562,,,,,,,,,,,,,
552.9799805,,,73.58738522,,,,,,,,,,,,,
554.0200195,,,77.06152688,,,,,,,,,,,,,
555.0700073,,,80.48655863,,,,,,,,,,,,,
555.9699707,,,84.50000153,,,,,,,,,,,,,
557.0100098,,,87.4028714,,,,,,,,,,,,,
558.0499878,,,90.7958461,,,,,,,,,,,,,
558.9500122,,,93.13894341,,,,,,,,,,,,,
560,,,96.05852862,,,,,,,,,,,,,
561.039978,,,97.69469638,,,,,,,,,,,,,
561.9400024,,,99.15369411,,,,,,,,,,,,,
562.9799805,,,99.90848012,,,,,,,,,,,,,
564.0200195,,,100,,,,,,,,,,,,,
565.0700073,,,99.4569367,,,,,,,,,,,,,
565.9699707,,,98.48944834,,,,,,,,,,,,,
567.0100098,,,98.1150636,,,,,,,,,,,,,
568.0499878,,,97.52747742,,,,,,,,,,,,,
568.9500122,,,95.57066312,,,,,,,,,,,,,
570,,,94.61035424,,,,,,,,,,,,,
571.0200195,,,92.35059634,,,,,,,,,,,,,
572.0499878,,,90.3762953,,,,,,,,,,,,,
572.9400024,,,87.92540322,,,,,,,,,,,,,
573.9699707,,,85.05464758,,,,,,,,,,,,,
575,,,82.45498407,,,,,,,,,,,,,
576.0200195,,,79.19810564,,,,,,,,,,,,,
577.0499878,,,75.52235691,,,,,,,,,,,,,
577.9400024,,,71.92347337,,,,,,,,,,,,,
578.9699707,,,69.34091222,,,,,,,,,,,,,
580,,,66.53203046,,,,,,,,,,,,,
581.0200195,,,63.52537452,,,,,,,,,,,,,
582.0499878,,,61.15685059,,,,,,,,,,,,,
582.9400024,,,58.98211717,,,,,,,,,,,,,
583.9699707,,,57.00245175,,,,,,,,,,,,,
585,,,55.35729532,,,,,,,,,,,,,
586.0200195,,,53.58361923,,,,,,,,,,,,,
587.0499878,,,52.64357726,,,,,,,,,,,,,
587.9400024,,,50.627387,,,,,,,,,,,,,
588.9699707,,,48.67803079,,,,,,,,,,,,,
590,,,47.31349294,,,,,,,,,,,,,
591.0200195,,,46.047371,,,,,,,,,,,,,
592.0499878,,,44.67674753,,,,,,,,,,,,,
592.9400024,,,43.53899846,,,,,,,,,,,,,
593.9699707,,,41.82123129,,,,,,,,,,,,,
595,,,40.57712926,,,,,,,,,,,,,
596.0200195,,,39.45644919,,,,,,,,,,,,,
597.0499878,,,38.19735176,,,,,,,,,,,,,
597.9400024,,,36.89564061,,,,,,,,,,,,,
598.9699707,,,36.75422078,,,,,,,,,,,,,
600,,,36.20922987,,,,,,,,,,,,,
601.0200195,,,35.55140941,,,,,,,,,,,,,
602.0499878,,,35.0980135,,,,,,,,,,,,,
602.9400024,,,34.21198507,,,,,,,,,,,,,
603.9699707,,,33.06770049,,,,,,,,,,,,,
605,,,31.88505118,,,,,,,,,,,,,
606.0200195,,,30.34877781,,,,,,,,,,,,,
607.0499878,,,29.08321216,,,,,,,,,,,,,
607.9400024,,,28.46886189,,,,,,,,,,,,,
608.9699707,,,27.15294237,,,,,,,,,,,,,
610,,,25.2663835,,,,,,,,,,,,,
611.0200195,,,24.31012739,,,,,,,,,,,,,
612.0499878,,,23.5678089,,,,,,,,,,,,,
612.9400024,,,22.90424878,,,,,,,,,,,,,
613.9699707,,,22.47397103,,,,,,,,,,,,,
615,,,22.11021588,,,,,,,,,,,,,
616.0200195,,,21.48406241,,,,,,,,,,,,,
617.0499878,,,20.134209,,,,,,,,,,,,,
617.9400024,,,18.94508777,,,,,,,,,,,,,
618.9699707,,,18.18064672,,,,,,,,,,,,,
620,,,18.24563654,,,,,,,,,,,,,
621.0200195,,,17.56350403,,,,,,,,,,,,,
622.0499878,,,16.45254778,,,,,,,,,,,,,
622.9400024,,,15.95210575,,,,,,,,,,,,,
623.9699707,,,15.3169707,,,,,,,,,,,,,
625,,,14.3530077,,,,,,,,,,,,,
626.0200195,,,13.2866553,,,,,,,,,,,,,
627.0499878,,,12.34823637,,,,,,,,,,,,,
627.9400024,,,11.48559958,,,,,,,,,,,,,
628.9699707,,,10.59287456,,,,,,,,,,,,,
630,,,9.688362096,,,,,,,,,,,,,
631.0100098,,,8.837117845,,,,,,,,,,,,,
632.0200195,,,8.426972044,,,,,,,,,,,,,
633.039978,,,8.160376928,,,,,,,,,,,,,
634.0499878,,,7.915144794,,,,,,,,,,,,,
635.0700073,,,8.081193008,,,,,,,,,,,,,
635.9400024,,,7.839376525,,,,,,,,,,,,,
636.9500122,,,7.893171677,,,,,,,,,,,,,
637.9699707,,,7.267028486,,,,,,,,,,,,,
638.9799805,,,6.500007399,,,,,,,,,,,,,
640,,,5.865042442,,,,,,,,,,,,,
641.0100098,,,5.216160116,,,,,,,,,,,,,
642.0200195,,,4.912134276,,,,,,,,,,,,,
643.039978,,,3.399918383,,,,,,,,,,,,,
644.0499878,,,2.24152018,,,,,,,,,,,,,
645.0700073,,,1.586438412,,,,,,,,,,,,,
645.9400024,,,0.992125846,,,,,,,,,,,,,
646.9500122,,,0.557313349,,,,,,,,,,,,,
647.9699707,,,0.053944176,,,,,,,,,,,,,
648.9799805,,,0.091455747,,,,,,,,,,,,,
650,,,0,,,,,,,,,,,,,
400,,,,5.490042606,,,,,,,,,,,,
401.0599976,,,,5.385560936,,,,,,,,,,,,
401.9599915,,,,5.080384341,,,,,,,,,,,,
403.0299988,,,,4.714359757,,,,,,,,,,,,
403.9299927,,,,4.380738559,,,,,,,,,,,,
405,,,,4.266291192,,,,,,,,,,,,
406.0599976,,,,3.876938052,,,,,,,,,,,,
406.9599915,,,,3.641035509,,,,,,,,,,,,
408.0299988,,,,3.771397985,,,,,,,,,,,,
408.9299927,,,,3.58340672,,,,,,,,,,,,
410,,,,3.148330537,,,,,,,,,,,,
411.0599976,,,,3.083772535,,,,,,,,,,,,
411.9599915,,,,2.735501336,,,,,,,,,,,,
413.0299988,,,,2.785085784,,,,,,,,,,,,
413.9299927,,,,2.479244966,,,,,,,,,,,,
415,,,,2.233228069,,,,,,,,,,,,
416.0599976,,,,2.27599664,,,,,,,,,,,,
416.9599915,,,,2.507614985,,,,,,,,,,,,
418.0299988,,,,2.312383315,,,,,,,,,,,,
418.9299927,,,,2.639065851,,,,,,,,,,,,
420,,,,3.21216997,,,,,,,,,,,,
421.0599976,,,,3.653300604,,,,,,,,,,,,
421.9599915,,,,3.933449602,,,,,,,,,,,,
423.0299988,,,,4.290308979,,,,,,,,,,,,
423.9299927,,,,4.125329246,,,,,,,,,,,,
425,,,,4.252958967,,,,,,,,,,,,
426.0599976,,,,3.932439768,,,,,,,,,,,,
426.9599915,,,,3.498667526,,,,,,,,,,,,
428.0299988,,,,3.218731776,,,,,,,,,,,,
428.9299927,,,,2.714675983,,,,,,,,,,,,
430,,,,2.169890067,,,,,,,,,,,,
431.0599976,,,,1.730988687,,,,,,,,,,,,
431.9599915,,,,1.340809646,,,,,,,,,,,,
433.0299988,,,,0.919385028,,,,,,,,,,,,
433.9299927,,,,0.389295518,,,,,,,,,,,,
435,,,,0.313074726,,,,,,,,,,,,
436.0599976,,,,0.249612326,,,,,,,,,,,,
436.9599915,,,,0.46949166,,,,,,,,,,,,
438.0299988,,,,0.483601212,,,,,,,,,,,,
438.9299927,,,,0.657783437,,,,,,,,,,,,
440,,,,0.708388993,,,,,,,,,,,,
441.0599976,,,,0.60348739,,,,,,,,,,,,
441.9599915,,,,0.771978123,,,,,,,,,,,,
443.0299988,,,,0.79072287,,,,,,,,,,,,
443.9299927,,,,0.756364018,,,,,,,,,,,,
445,,,,0.565157193,,,,,,,,,,,,
446.0599976,,,,0.41392301,,,,,,,,,,,,
446.9599915,,,,0.125762289,,,,,,,,,,,,
448.0299988,,,,0,,,,,,,,,,,,
448.9299927,,,,0.127265293,,,,,,,,,,,,
450,,,,0.097958943,,,,,,,,,,,,
451.0599976,,,,0.396546877,,,,,,,,,,,,
451.9599915,,,,0.441657286,,,,,,,,,,,,
453.0299988,,,,0.604850831,,,,,,,,,,,,
453.9299927,,,,1.005750921,,,,,,,,,,,,
455,,,,1.104818256,,,,,,,,,,,,
456.0599976,,,,1.18352992,,,,,,,,,,,,
456.9599915,,,,1.235000912,,,,,,,,,,,,
458.0299988,,,,1.457960312,,,,,,,,,,,,
458.9299927,,,,1.612611235,,,,,,,,,,,,
460,,,,1.456111872,,,,,,,,,,,,
461.0599976,,,,1.491081183,,,,,,,,,,,,
461.9599915,,,,1.334917226,,,,,,,,,,,,
463.0299988,,,,1.342417319,,,,,,,,,,,,
463.9299927,,,,1.333874202,,,,,,,,,,,,
465,,,,1.786298989,,,,,,,,,,,,
466.0599976,,,,2.228990775,,,,,,,,,,,,
466.9599915,,,,2.434088194,,,,,,,,,,,,
468.0299988,,,,2.408116363,,,,,,,,,,,,
468.9299927,,,,2.708367986,,,,,,,,,,,,
470,,,,2.9538196,,,,,,,,,,,,
471.0400085,,,,3.931119699,,,,,,,,,,,,
471.9400024,,,,4.626521073,,,,,,,,,,,,
472.980011,,,,5.0143633,,,,,,,,,,,,
474.019989,,,,5.228298279,,,,,,,,,,,,
475.0700073,,,,5.503426641,,,,,,,,,,,,
475.9700012,,,,5.978674114,,,,,,,,,,,,
477.0100098,,,,6.61869248,,,,,,,,,,,,
478.0499878,,,,7.002039221,,,,,,,,,,,,
478.9500122,,,,7.528515183,,,,,,,,,,,,
480,,,,7.800558623,,,,,,,,,,,,
481.0400085,,,,8.008967032,,,,,,,,,,,,
481.9400024,,,,8.124168174,,,,,,,,,,,,
482.980011,,,,8.862432455,,,,,,,,,,,,
484.019989,,,,9.649272114,,,,,,,,,,,,
485.0700073,,,,10.08621497,,,,,,,,,,,,
485.9700012,,,,10.54383949,,,,,,,,,,,,
487.0100098,,,,11.07761072,,,,,,,,,,,,
488.0499878,,,,11.63560616,,,,,,,,,,,,
488.9500122,,,,12.11842276,,,,,,,,,,,,
490,,,,12.08311479,,,,,,,,,,,,
491.0599976,,,,12.7799834,,,,,,,,,,,,
491.9599915,,,,13.22443536,,,,,,,,,,,,
493.0299988,,,,13.15050247,,,,,,,,,,,,
493.9299927,,,,13.93201685,,,,,,,,,,,,
495,,,,15.03103657,,,,,,,,,,,,
496.0599976,,,,16.04741262,,,,,,,,,,,,
496.9599915,,,,16.46156025,,,,,,,,,,,,
498.0299988,,,,17.24984062,,,,,,,,,,,,
498.9299927,,,,18.10214919,,,,,,,,,,,,
500,,,,18.92284219,,,,,,,,,,,,
501.0400085,,,,20.56757823,,,,,,,,,,,,
501.9400024,,,,21.37751056,,,,,,,,,,,,
502.980011,,,,22.85260949,,,,,,,,,,,,
504.019989,,,,24.15676938,,,,,,,,,,,,
505.0700073,,,,25.07744175,,,,,,,,,,,,
505.9700012,,,,26.84364762,,,,,,,,,,,,
507.0100098,,,,28.42159616,,,,,,,,,,,,
508.0499878,,,,30.2646826,,,,,,,,,,,,
508.9500122,,,,31.50781085,,,,,,,,,,,,
510,,,,32.82523272,,,,,,,,,,,,
511.0400085,,,,33.54471887,,,,,,,,,,,,
511.9400024,,,,34.03992052,,,,,,,,,,,,
512.9799805,,,,34.82625059,,,,,,,,,,,,
514.0200195,,,,35.0254266,,,,,,,,,,,,
515.0700073,,,,34.96955502,,,,,,,,,,,,
515.9699707,,,,35.26664487,,,,,,,,,,,,
517.0100098,,,,35.78115427,,,,,,,,,,,,
518.0499878,,,,35.92733158,,,,,,,,,,,,
518.9500122,,,,35.35512006,,,,,,,,,,,,
520,,,,35.8268338,,,,,,,,,,,,
521.0200195,,,,36.33643268,,,,,,,,,,,,
522.0499878,,,,36.74367162,,,,,,,,,,,,
522.9400024,,,,36.68327639,,,,,,,,,,,,
523.9699707,,,,36.96423011,,,,,,,,,,,,
525,,,,36.90681334,,,,,,,,,,,,
526.0200195,,,,37.25193918,,,,,,,,,,,,
527.0499878,,,,37.72246655,,,,,,,,,,,,
527.9400024,,,,38.6882066,,,,,,,,,,,,
528.9699707,,,,40.54606899,,,,,,,,,,,,
530,,,,41.88937871,,,,,,,,,,,,
531.039978,,,,42.78550865,,,,,,,,,,,,
531.9400024,,,,44.83229918,,,,,,,,,,,,
532.9799805,,,,47.3507811,,,,,,,,,,,,
534.0200195,,,,50.04894483,,,,,,,,,,,,
535.0700073,,,,52.54007559,,,,,,,,,,,,
535.9699707,,,,54.98592959,,,,,,,,,,,,
537.0100098,,,,57.08118147,,,,,,,,,,,,
538.0499878,,,,59.53954323,,,,,,,,,,,,
538.9500122,,,,62.69390155,,,,,,,,,,,,
540,,,,65.86920558,,,,,,,,,,,,
541.0200195,,,,69.75392659,,,,,,,,,,,,
542.0499878,,,,73.2299965,,,,,,,,,,,,
542.9400024,,,,76.78628669,,,,,,,,,,,,
543.9699707,,,,80.52455713,,,,,,,,,,,,
545,,,,84.6474025,,,,,,,,,,,,
546.0200195,,,,87.88260597,,,,,,,,,,,,
547.0499878,,,,91.05445258,,,,,,,,,,,,
547.9400024,,,,93.37478852,,,,,,,,,,,,
548.9699707,,,,94.73938172,,,,,,,,,,,,
550,,,,96.16724274,,,,,,,,,,,,
551.039978,,,,97.08444914,,,,,,,,,,,,
551.9400024,,,,98.80809422,,,,,,,,,,,,
552.9799805,,,,99.6118633,,,,,,,,,,,,
554.0200195,,,,100,,,,,,,,,,,,
555.0700073,,,,99.61514606,,,,,,,,,,,,
555.9699707,,,,97.72984321,,,,,,,,,,,,
557.0100098,,,,96.54631141,,,,,,,,,,,,
558.0499878,,,,94.93317825,,,,,,,,,,,,
558.9500122,,,,91.99579819,,,,,,,,,,,,
560,,,,89.19651343,,,,,,,,,,,,
561.0200195,,,,86.22831401,,,,,,,,,,,,
562.0499878,,,,83.86242369,,,,,,,,,,,,
562.9400024,,,,81.46445194,,,,,,,,,,,,
563.9699707,,,,81.07927712,,,,,,,,,,,,
565,,,,80.80569961,,,,,,,,,,,,
510,,,,,29.97813123,,,,,,,,,,,
511.0599976,,,,,31.69472224,,,,,,,,,,,
511.9599915,,,,,33.77453834,,,,,,,,,,,
513.0300293,,,,,36.74473928,,,,,,,,,,,
513.9299927,,,,,40.50970619,,,,,,,,,,,
