nm,Em_mSc,Abs_mSc,Em_mO2,Abs_mO2,Em_sYFP2,Abs_sYFP2,Em_mCl3,Abs_mCl3,Em_sGFP2,Abs_sGFP2,Em_mTq2,Abs_mTq2,Em_mCar,Abs_mCar,Em_mTagBFP2,Abs_mTagBFP2
641.01001,,,,,,,,,,,,,99.98436345,,,
642.02002,,,,,,,,,,,,,99.29695239,,,
643.039978,,,,,,,,,,,,,98.92247225,,,
644.049988,,,,,,,,,,,,,98.398267,,,
645.070007,,,,,,,,,,,,,98.26461018,,,
645.940002,,,,,,,,,,,,,98.62210893,,,
646.950012,,,,,,,,,,,,,98.66754639,,,
647.969971,,,,,,,,,,,,,98.64574611,,,
648.979981,,,,,,,,,,,,,98.56338347,,,
650,,,,,,,,,,,,,98.50481858,,,
651.01001,,,,,,,,,,,,,97.90089482,,,
652.02002,,,,,,,,,,,,,97.25098967,,,
653.039978,,,,,,,,,,,,,97.17900598,,,
654.049988,,,,,,,,,,,,,96.50748393,,,
655.070007,,,,,,,,,,,,,95.68190852,,,
655.940002,,,,,,,,,,,,,94.8704863,,,
656.950012,,,,,,,,,,,,,93.96615519,,,
657.969971,,,,,,,,,,,,,93.31192301,,,
658.979981,,,,,,,,,,,,,92.1835792,,,
660,,,,,,,,,,,,,90.99028546,,,
661.01001,,,,,,,,,,,,,89.89583267,,,
662.02002,,,,,,,,,,,,,88.15019351,,,
663.039978,,,,,,,,,,,,,86.12106396,,,
664.049988,,,,,,,,,,,,,84.24757785,,,
665.070007,,,,,,,,,,,,,82.89330413,,,
665.940002,,,,,,,,,,,,,80.98115074,,,
666.950012,,,,,,,,,,,,,78.76130498,,,
667.969971,,,,,,,,,,,,,76.84695563,,,
668.979981,,,,,,,,,,,,,74.55261932,,,
670,,,,,,,,,,,,,72.37217062,,,
671.01001,,,,,,,,,,,,,69.9593639,,,
672.02002,,,,,,,,,,,,,67.84246907,,,
673.039978,,,,,,,,,,,,,66.08009085,,,
674.049988,,,,,,,,,,,,,63.83643102,,,
675.070007,,,,,,,,,,,,,61.87491014,,,
675.940002,,,,,,,,,,,,,60.04366234,,,
676.950012,,,,,,,,,,,,,58.44775346,,,
677.969971,,,,,,,,,,,,,56.71005212,,,
678.979981,,,,,,,,,,,,,55.03013506,,,
680,,,,,,,,,,,,,53.52941666,,,
681,,,,,,,,,,,,,51.89547119,,,
682,,,,,,,,,,,,,50.0056496,,,
683,,,,,,,,,,,,,48.26534179,,,
684,,,,,,,,,,,,,46.2144416,,,
685,,,,,,,,,,,,,44.49844291,,,
686,,,,,,,,,,,,,42.48390614,,,
687,,,,,,,,,,,,,40.93277963,,,
688,,,,,,,,,,,,,39.14790319,,,
689,,,,,,,,,,,,,37.36074949,,,
690,,,,,,,,,,,,,35.16467869,,,
691,,,,,,,,,,,,,33.21501383,,,
692,,,,,,,,,,,,,31.83668973,,,
693,,,,,,,,,,,,,30.52566735,,,
694,,,,,,,,,,,,,29.307969,,,
695,,,,,,,,,,,,,28.38267356,,,
696,,,,,,,,,,,,,27.39004486,,,
697,,,,,,,,,,,,,26.41436416,,,
698,,,,,,,,,,,,,25.088488,,,
699,,,,,,,,,,,,,23.91715305,,,
700,,,,,,,,,,,,,22.70896991,,,
701,,,,,,,,,,,,,21.4819479,,,
702,,,,,,,,,,,,,19.78440615,,,
703,,,,,,,,,,,,,17.90917755,,,
704,,,,,,,,,,,,,16.32935534,,,
705,,,,,,,,,,,,,14.53692957,,,
706,,,,,,,,,,,,,12.94618005,,,
707,,,,,,,,,,,,,11.5009204,,,
708,,,,,,,,,,,,,10.3717932,,,
709,,,,,,,,,,,,,9.358898034,,,
710,,,,,,,,,,,,,8.093219286,,,
711,,,,,,,,,,,,,6.84368706,,,
712,,,,,,,,,,,,,5.664501403,,,
713,,,,,,,,,,,,,4.642892078,,,
714,,,,,,,,,,,,,3.440811594,,,
715,,,,,,,,,,,,,2.390422567,,,
716,,,,,,,,,,,,,1.573562096,,,
717,,,,,,,,,,,,,0.934081488,,,
718,,,,,,,,,,,,,0.470460913,,,
719,,,,,,,,,,,,,0.12326056,,,
720,,,,,,,,,,,,,0,,,
500,,,,,,,,,,,,,,0,,
501.040009,,,,,,,,,,,,,,0.235632566,,
501.940002,,,,,,,,,,,,,,0.489619759,,
502.980011,,,,,,,,,,,,,,0.825201529,,
504.019989,,,,,,,,,,,,,,1.074121308,,
505.070007,,,,,,,,,,,,,,1.389878225,,
505.970001,,,,,,,,,,,,,,1.561611103,,
507.01001,,,,,,,,,,,,,,1.719302549,,
508.049988,,,,,,,,,,,,,,1.895654966,,
508.950012,,,,,,,,,,,,,,2.085237586,,
510,,,,,,,,,,,,,,2.252878617,,
511.040009,,,,,,,,,,,,,,2.650407767,,
511.940002,,,,,,,,,,,,,,2.978927829,,
512.979981,,,,,,,,,,,,,,3.300426208,,
514.02002,,,,,,,,,,,,,,3.659739873,,
515.070007,,,,,,,,,,,,,,3.944056177,,
515.969971,,,,,,,,,,,,,,4.140542786,,
517.01001,,,,,,,,,,,,,,4.346527666,,
518.049988,,,,,,,,,,,,,,4.513905699,,
518.950012,,,,,,,,,,,,,,4.74048293,,
520,,,,,,,,,,,,,,4.997846776,,
521.02002,,,,,,,,,,,,,,5.246437521,,
522.049988,,,,,,,,,,,,,,5.379771018,,
522.940002,,,,,,,,,,,,,,5.590567722,,
523.969971,,,,,,,,,,,,,,5.861730385,,
525,,,,,,,,,,,,,,6.183074003,,
526.02002,,,,,,,,,,,,,,6.689465481,,
527.049988,,,,,,,,,,,,,,7.116858947,,
527.940002,,,,,,,,,,,,,,7.46913026,,
528.969971,,,,,,,,,,,,,,7.772577919,,
530,,,,,,,,,,,,,,8.261355495,,
531.039978,,,,,,,,,,,,,,8.85205314,,
531.940002,,,,,,,,,,,,,,9.438076706,,
532.979981,,,,,,,,,,,,,,10.18532667,,
534.02002,,,,,,,,,,,,,,10.91461388,,
535.070007,,,,,,,,,,,,,,11.76838938,,
535.969971,,,,,,,,,,,,,,12.62460038,,
537.01001,,,,,,,,,,,,,,13.36671978,,
538.049988,,,,,,,,,,,,,,14.3593898,,
538.950012,,,,,,,,,,,,,,15.23992908,,
540,,,,,,,,,,,,,,16.05243325,,
541.02002,,,,,,,,,,,,,,16.94047457,,
542.049988,,,,,,,,,,,,,,17.94139831,,
542.940002,,,,,,,,,,,,,,18.83507741,,
543.969971,,,,,,,,,,,,,,19.70278355,,
545,,,,,,,,,,,,,,20.60365257,,
546.02002,,,,,,,,,,,,,,21.48164221,,
547.049988,,,,,,,,,,,,,,22.53139234,,
547.940002,,,,,,,,,,,,,,23.76873858,,
548.969971,,,,,,,,,,,,,,24.73769628,,
550,,,,,,,,,,,,,,25.61903994,,
551.039978,,,,,,,,,,,,,,26.53667048,,
551.940002,,,,,,,,,,,,,,27.42747249,,
552.979981,,,,,,,,,,,,,,28.54751439,,
554.02002,,,,,,,,,,,,,,29.63286203,,
555.070007,,,,,,,,,,,,,,30.50966599,,
555.969971,,,,,,,,,,,,,,31.2922582,,
557.01001,,,,,,,,,,,,,,32.05233234,,
558.049988,,,,,,,,,,,,,,32.80928923,,
558.950012,,,,,,,,,,,,,,33.49653202,,
560,,,,,,,,,,,,,,34.64887473,,
561.02002,,,,,,,,,,,,,,35.5582634,,
562.049988,,,,,,,,,,,,,,36.24192445,,
562.940002,,,,,,,,,,,,,,37.13550543,,
563.969971,,,,,,,,,,,,,,38.13612368,,
565,,,,,,,,,,,,,,39.36899032,,
566.02002,,,,,,,,,,,,,,40.27292682,,
567.049988,,,,,,,,,,,,,,41.37690468,,
567.940002,,,,,,,,,,,,,,42.06019334,,
568.969971,,,,,,,,,,,,,,43.04974113,,
570,,,,,,,,,,,,,,43.69321586,,
571.02002,,,,,,,,,,,,,,44.26117642,,
572.049988,,,,,,,,,,,,,,44.96624255,,
572.940002,,,,,,,,,,,,,,45.65491353,,
573.969971,,,,,,,,,,,,,,46.37791742,,
575,,,,,,,,,,,,,,47.58136431,,
576.02002,,,,,,,,,,,,,,48.86333621,,
577.049988,,,,,,,,,,,,,,50.05560186,,
577.940002,,,,,,,,,,,,,,51.23981392,,
578.969971,,,,,,,,,,,,,,52.77488887,,
580,,,,,,,,,,,,,,54.55255736,,
581.02002,,,,,,,,,,,,,,56.96989843,,
582.049988,,,,,,,,,,,,,,59.2032483,,
582.940002,,,,,,,,,,,,,,61.24364891,,
583.969971,,,,,,,,,,,,,,63.13121229,,
585,,,,,,,,,,,,,,64.85085374,,
586.02002,,,,,,,,,,,,,,66.84041282,,
587.049988,,,,,,,,,,,,,,69.24411341,,
587.940002,,,,,,,,,,,,,,71.57743105,,
588.969971,,,,,,,,,,,,,,73.70863096,,
590,,,,,,,,,,,,,,76.11805322,,
591.01001,,,,,,,,,,,,,,78.31729772,,
592.02002,,,,,,,,,,,,,,80.88541282,,
593.039978,,,,,,,,,,,,,,83.35646445,,
594.049988,,,,,,,,,,,,,,85.92557176,,
595.070007,,,,,,,,,,,,,,88.19310777,,
595.940002,,,,,,,,,,,,,,90.49071385,,
596.950012,,,,,,,,,,,,,,92.66691621,,
597.969971,,,,,,,,,,,,,,94.62365061,,
598.979981,,,,,,,,,,,,,,95.9694718,,
600,,,,,,,,,,,,,,97.25412131,,
601.02002,,,,,,,,,,,,,,97.81017628,,
602.049988,,,,,,,,,,,,,,98.93118427,,
602.940002,,,,,,,,,,,,,,99.44783953,,
603.969971,,,,,,,,,,,,,,100,,
605,,,,,,,,,,,,,,99.78217744,,
606.02002,,,,,,,,,,,,,,99.45283653,,
607.049988,,,,,,,,,,,,,,98.27105646,,
607.940002,,,,,,,,,,,,,,97.26892045,,
608.969971,,,,,,,,,,,,,,96.45419066,,
610,,,,,,,,,,,,,,95.23127972,,
611.01001,,,,,,,,,,,,,,93.14765248,,
612.02002,,,,,,,,,,,,,,91.66137031,,
613.039978,,,,,,,,,,,,,,89.36615564,,
614.049988,,,,,,,,,,,,,,87.53597348,,
615.070007,,,,,,,,,,,,,,85.00617555,,
615.940002,,,,,,,,,,,,,,83.09661371,,
616.950012,,,,,,,,,,,,,,80.69927861,,
617.969971,,,,,,,,,,,,,,78.41281997,,
618.979981,,,,,,,,,,,,,,75.61286897,,
620,,,,,,,,,,,,,,72.62432361,,
621.01001,,,,,,,,,,,,,,69.680405,,
622.02002,,,,,,,,,,,,,,66.63428102,,
623.039978,,,,,,,,,,,,,,63.36537516,,
624.049988,,,,,,,,,,,,,,60.96189731,,
625.070007,,,,,,,,,,,,,,58.64141145,,
426,,,,,,,,,,,,,,,14.25960336,
427.070007,,,,,,,,,,,,,,,15.07907586,
428,,,,,,,,,,,,,,,16.25409304,
429.070007,,,,,,,,,,,,,,,17.72856773,
430,,,,,,,,,,,,,,,19.56931818,
431.059998,,,,,,,,,,,,,,,21.77038715,
431.959992,,,,,,,,,,,,,,,24.32142004,
433.029999,,,,,,,,,,,,,,,27.17803515,
433.929993,,,,,,,,,,,,,,,30.42064864,
435,,,,,,,,,,,,,,,33.97031885,
436.059998,,,,,,,,,,,,,,,37.90253305,
436.959992,,,,,,,,,,,,,,,42.09032728,
438.029999,,,,,,,,,,,,,,,46.40500485,
438.929993,,,,,,,,,,,,,,,50.81234993,
440,,,,,,,,,,,,,,,55.39376117,
441.070007,,,,,,,,,,,,,,,59.99752699,
442,,,,,,,,,,,,,,,64.57964656,
443.070007,,,,,,,,,,,,,,,69.04130901,
444,,,,,,,,,,,,,,,73.401097,
445.070007,,,,,,,,,,,,,,,77.59643323,
446,,,,,,,,,,,,,,,81.59204267,
447.070007,,,,,,,,,,,,,,,85.24343377,
448,,,,,,,,,,,,,,,88.62498632,
449.070007,,,,,,,,,,,,,,,91.57173161,
450,,,,,,,,,,,,,,,94.09473658,
451.059998,,,,,,,,,,,,,,,96.22431663,
451.959992,,,,,,,,,,,,,,,97.85557105,
453.029999,,,,,,,,,,,,,,,99.04293125,
453.929993,,,,,,,,,,,,,,,99.74798849,
455,,,,,,,,,,,,,,,100,
456.059998,,,,,,,,,,,,,,,99.83407684,
456.959992,,,,,,,,,,,,,,,99.3609165,
458.029999,,,,,,,,,,,,,,,98.61895438,
458.929993,,,,,,,,,,,,,,,97.55378843,
460,,,,,,,,,,,,,,,96.30736195,
461.059998,,,,,,,,,,,,,,,94.85547388,
461.959992,,,,,,,,,,,,,,,93.2867536,
463.029999,,,,,,,,,,,,,,,91.70722332,
463.929993,,,,,,,,,,,,,,,90.06681144,
465,,,,,,,,,,,,,,,88.45513882,
466.059998,,,,,,,,,,,,,,,86.88038366,
466.959992,,,,,,,,,,,,,,,85.31968753,
468.029999,,,,,,,,,,,,,,,83.71780489,
468.929993,,,,,,,,,,,,,,,82.18452279,
470,,,,,,,,,,,,,,,80.68345302,
471.059998,,,,,,,,,,,,,,,79.20416847,
471.959992,,,,,,,,,,,,,,,77.77780742,
473.029999,,,,,,,,,,,,,,,76.40299019,
473.929993,,,,,,,,,,,,,,,75.08438487,
475,,,,,,,,,,,,,,,73.78018186,
476.059998,,,,,,,,,,,,,,,72.4905211,
476.959992,,,,,,,,,,,,,,,71.22957067,
478.029999,,,,,,,,,,,,,,,70.00312637,
478.929993,,,,,,,,,,,,,,,68.7148832,
480,,,,,,,,,,,,,,,67.383204,
481.059998,,,,,,,,,,,,,,,65.99314322,
481.959992,,,,,,,,,,,,,,,64.55644151,
483.029999,,,,,,,,,,,,,,,63.09153775,
483.929993,,,,,,,,,,,,,,,61.56810978,
485,,,,,,,,,,,,,,,59.91883333,
486.059998,,,,,,,,,,,,,,,58.28576859,
486.959992,,,,,,,,,,,,,,,56.63925557,
488.029999,,,,,,,,,,,,,,,54.92953757,
488.929993,,,,,,,,,,,,,,,53.2273597,
490,,,,,,,,,,,,,,,51.51936926,
491.059998,,,,,,,,,,,,,,,49.73653455,
491.959992,,,,,,,,,,,,,,,47.95151493,
493.029999,,,,,,,,,,,,,,,46.19487665,
493.929993,,,,,,,,,,,,,,,44.52861093,
495,,,,,,,,,,,,,,,42.92332291,
496.059998,,,,,,,,,,,,,,,41.35443791,
496.959992,,,,,,,,,,,,,,,39.81679554,
498.029999,,,,,,,,,,,,,,,38.33919338,
498.929993,,,,,,,,,,,,,,,36.90354903,
500,,,,,,,,,,,,,,,35.47731326,
501.040009,,,,,,,,,,,,,,,34.1785879,
501.940002,,,,,,,,,,,,,,,32.90967911,
502.980011,,,,,,,,,,,,,,,31.63353565,
504.019989,,,,,,,,,,,,,,,30.39914796,
505.070007,,,,,,,,,,,,,,,29.22639821,
505.970001,,,,,,,,,,,,,,,28.1160929,
507.01001,,,,,,,,,,,,,,,27.06622612,
508.049988,,,,,,,,,,,,,,,26.07283486,
508.950012,,,,,,,,,,,,,,,25.1788478,
510,,,,,,,,,,,,,,,24.32727504,
511.059998,,,,,,,,,,,,,,,23.47304534,
511.959992,,,,,,,,,,,,,,,22.61831906,
513.030029,,,,,,,,,,,,,,,21.86925686,
513.929993,,,,,,,,,,,,,,,21.10184017,
515,,,,,,,,,,,,,,,20.33944457,
516.059998,,,,,,,,,,,,,,,19.58343224,
516.960022,,,,,,,,,,,,,,,18.86809306,
518.030029,,,,,,,,,,,,,,,18.1590431,
518.929993,,,,,,,,,,,,,,,17.44122133,
520,,,,,,,,,,,,,,,16.781373,
521.039978,,,,,,,,,,,,,,,16.16915907,
521.940002,,,,,,,,,,,,,,,15.58298025,
522.979981,,,,,,,,,,,,,,,15.00473249,
524.02002,,,,,,,,,,,,,,,14.45184814,
525.070007,,,,,,,,,,,,,,,13.93717218,
525.969971,,,,,,,,,,,,,,,13.43491139,
527.01001,,,,,,,,,,,,,,,12.94320682,
528.049988,,,,,,,,,,,,,,,12.42155214,
528.950012,,,,,,,,,,,,,,,11.93482934,
530,,,,,,,,,,,,,,,11.45384253,
531.039978,,,,,,,,,,,,,,,10.95177565,
531.940002,,,,,,,,,,,,,,,10.48808219,
532.979981,,,,,,,,,,,,,,,10.02639165,
534.02002,,,,,,,,,,,,,,,9.574635271,
535.070007,,,,,,,,,,,,,,,9.197057965,
535.969971,,,,,,,,,,,,,,,8.86217004,
537.01001,,,,,,,,,,,,,,,8.575833554,
538.049988,,,,,,,,,,,,,,,8.328146017,
538.950012,,,,,,,,,,,,,,,8.14267233,
540,,,,,,,,,,,,,,,7.955985363,
541.039978,,,,,,,,,,,,,,,7.787089165,
541.940002,,,,,,,,,,,,,,,7.585589909,
542.979981,,,,,,,,,,,,,,,7.357496073,
544.02002,,,,,,,,,,,,,,,7.133353434,
545.070007,,,,,,,,,,,,,,,6.820974409,
545.969971,,,,,,,,,,,,,,,6.458079847,
547.01001,,,,,,,,,,,,,,,6.097235875,
548.049988,,,,,,,,,,,,,,,5.719645861,
548.950012,,,,,,,,,,,,,,,5.36379044,
550,,,,,,,,,,,,,,,5.011198112,
551.039978,,,,,,,,,,,,,,,4.690158654,
551.940002,,,,,,,,,,,,,,,4.397612505,
552.979981,,,,,,,,,,,,,,,4.138345781,
554.02002,,,,,,,,,,,,,,,3.908234512,
555.070007,,,,,,,,,,,,,,,3.706419429,
555.969971,,,,,,,,,,,,,,,3.519358162,
557.01001,,,,,,,,,,,,,,,3.331785185,
558.049988,,,,,,,,,,,,,,,3.160702859,
558.950012,,,,,,,,,,,,,,,2.99642616,
560,,,,,,,,,,,,,,,2.84169534,
561.039978,,,,,,,,,,,,,,,2.690775961,
561.940002,,,,,,,,,,,,,,,2.565288786,
562.979981,,,,,,,,,,,,,,,2.428127084,
564.02002,,,,,,,,,,,,,,,2.307568615,
565.070007,,,,,,,,,,,,,,,2.177183013,
565.969971,,,,,,,,,,,,,,,2.064722068,
567.01001,,,,,,,,,,,,,,,1.971545415,
568.049988,,,,,,,,,,,,,,,1.860050084,
568.950012,,,,,,,,,,,,,,,1.754008698,
570,,,,,,,,,,,,,,,1.661306984,
571.02002,,,,,,,,,,,,,,,1.571132315,
572.049988,,,,,,,,,,,,,,,1.480962865,
572.940002,,,,,,,,,,,,,,,1.377573219,
573.969971,,,,,,,,,,,,,,,1.294873573,
575,,,,,,,,,,,,,,,1.212797529,
576.02002,,,,,,,,,,,,,,,1.131863383,
577.049988,,,,,,,,,,,,,,,1.053944383,
577.940002,,,,,,,,,,,,,,,0.974070904,
578.969971,,,,,,,,,,,,,,,0.910654186,
580,,,,,,,,,,,,,,,0.828438173,
581.02002,,,,,,,,,,,,,,,0.758291837,
582.049988,,,,,,,,,,,,,,,0.688602175,
582.940002,,,,,,,,,,,,,,,0.618504429,
583.969971,,,,,,,,,,,,,,,0.558619654,
585,,,,,,,,,,,,,,,0.494020242,
586.02002,,,,,,,,,,,,,,,0.449749137,
587.049988,,,,,,,,,,,,,,,0.408289573,
587.940002,,,,,,,,,,,,,,,0.364734584,
588.969971,,,,,,,,,,,,,,,0.336347864,
590,,,,,,,,,,,,,,,0.319557991,
591.02002,,,,,,,,,,,,,,,0.3056972,
592.049988,,,,,,,,,,,,,,,0.282923001,
592.940002,,,,,,,,,,,,,,,0.253294635,
593.969971,,,,,,,,,,,,,,,0.224235764,
595,,,,,,,,,,,,,,,0.184829927,
596.02002,,,,,,,,,,,,,,,0.14732415,
597.049988,,,,,,,,,,,,,,,0.106310619,
597.940002,,,,,,,,,,,,,,,0.073021506,
598.969971,,,,,,,,,,,,,,,0.035490443,
600,,,,,,,,,,,,,,,0,
300,,,,,,,,,,,,,,,,3.393432583
301.070007,,,,,,,,,,,,,,,,3.089542683
302,,,,,,,,,,,,,,,,2.745649308
303.070007,,,,,,,,,,,,,,,,2.361553534
304,,,,,,,,,,,,,,,,1.981270666
305.070007,,,,,,,,,,,,,,,,1.592372157
306,,,,,,,,,,,,,,,,1.245301973
307.070007,,,,,,,,,,,,,,,,0.976864974
308,,,,,,,,,,,,,,,,0.752840323
309.070007,,,,,,,,,,,,,,,,0.579981784
310,,,,,,,,,,,,,,,,0.425069444
311.070007,,,,,,,,,,,,,,,,0.319726572
312,,,,,,,,,,,,,,,,0.232966724
313.070007,,,,,,,,,,,,,,,,0.181811381
314,,,,,,,,,,,,,,,,0.131826848
315.070007,,,,,,,,,,,,,,,,0.075460213
316,,,,,,,,,,,,,,,,0.049116787
317.070007,,,,,,,,,,,,,,,,0.006024889
318,,,,,,,,,,,,,,,,0
319.070007,,,,,,,,,,,,,,,,0.018677507
320,,,,,,,,,,,,,,,,0.020443308
321.070007,,,,,,,,,,,,,,,,0.034334923
322,,,,,,,,,,,,,,,,0.055520503
323.070007,,,,,,,,,,,,,,,,0.085340322
324,,,,,,,,,,,,,,,,0.132484486
325.070007,,,,,,,,,,,,,,,,0.192898935
326,,,,,,,,,,,,,,,,0.272707432
327.070007,,,,,,,,,,,,,,,,0.365906578
328,,,,,,,,,,,,,,,,0.473535863
329.070007,,,,,,,,,,,,,,,,0.576464954
330,,,,,,,,,,,,,,,,0.670861353
331.070007,,,,,,,,,,,,,,,,0.794614545
332,,,,,,,,,,,,,,,,0.92506264
333.070007,,,,,,,,,,,,,,,,1.079430381
334,,,,,,,,,,,,,,,,1.207157276
335.070007,,,,,,,,,,,,,,,,1.325601781
336,,,,,,,,,,,,,,,,1.474844929
337.070007,,,,,,,,,,,,,,,,1.606606918
338,,,,,,,,,,,,,,,,1.775117686
339.070007,,,,,,,,,,,,,,,,1.992596182
340,,,,,,,,,,,,,,,,2.222571209
341.070007,,,,,,,,,,,,,,,,2.496858355
342,,,,,,,,,,,,,,,,2.801753032
343.070007,,,,,,,,,,,,,,,,3.093349365
344,,,,,,,,,,,,,,,,3.441150257
345.070007,,,,,,,,,,,,,,,,3.848006558
346,,,,,,,,,,,,,,,,4.284556361
347.070007,,,,,,,,,,,,,,,,4.739974964
348,,,,,,,,,,,,,,,,5.26263945
349.070007,,,,,,,,,,,,,,,,5.795669744
350,,,,,,,,,,,,,,,,6.397067232
351.070007,,,,,,,,,,,,,,,,7.046848696
352,,,,,,,,,,,,,,,,7.74723753
353.070007,,,,,,,,,,,,,,,,8.507820694
354,,,,,,,,,,,,,,,,9.334494826
355.070007,,,,,,,,,,,,,,,,10.11962791
356,,,,,,,,,,,,,,,,10.97264208
357.070007,,,,,,,,,,,,,,,,11.84593826
358,,,,,,,,,,,,,,,,12.77395564
359.070007,,,,,,,,,,,,,,,,13.6859574
360,,,,,,,,,,,,,,,,14.63696686
361.070007,,,,,,,,,,,,,,,,15.64130462
362,,,,,,,,,,,,,,,,16.7259093
363.070007,,,,,,,,,,,,,,,,17.88410089
364,,,,,,,,,,,,,,,,19.13303915
365.070007,,,,,,,,,,,,,,,,20.65063408
366,,,,,,,,,,,,,,,,22.36708542
367.070007,,,,,,,,,,,,,,,,24.17176709
368,,,,,,,,,,,,,,,,26.1871659
369.070007,,,,,,,,,,,,,,,,28.325157
370,,,,,,,,,,,,,,,,30.57066849
371.070007,,,,,,,,,,,,,,,,32.83006726
372,,,,,,,,,,,,,,,,35.15389158
373.070007,,,,,,,,,,,,,,,,37.46783477
374,,,,,,,,,,,,,,,,39.74278108
375.070007,,,,,,,,,,,,,,,,41.89907997
376,,,,,,,,,,,,,,,,44.05640598
377.070007,,,,,,,,,,,,,,,,46.2639123
378,,,,,,,,,,,,,,,,48.50214933
379.070007,,,,,,,,,,,,,,,,50.79035526
380,,,,,,,,,,,,,,,,53.16144148
381.059998,,,,,,,,,,,,,,,,55.5734802
381.959992,,,,,,,,,,,,,,,,57.98652755
383.029999,,,,,,,,,,,,,,,,60.41158494
383.929993,,,,,,,,,,,,,,,,62.88606314
385,,,,,,,,,,,,,,,,65.50612906
386.059998,,,,,,,,,,,,,,,,68.23800506
386.959992,,,,,,,,,,,,,,,,70.9327025
388.029999,,,,,,,,,,,,,,,,73.77204814
388.929993,,,,,,,,,,,,,,,,76.41231253
390,,,,,,,,,,,,,,,,79.05775619
391.070007,,,,,,,,,,,,,,,,81.72927588
392,,,,,,,,,,,,,,,,84.27796996
393.070007,,,,,,,,,,,,,,,,86.76070039
394,,,,,,,,,,,,,,,,89.14798574
395.070007,,,,,,,,,,,,,,,,91.3831107
396,,,,,,,,,,,,,,,,93.39092704
397.070007,,,,,,,,,,,,,,,,95.27437626
398,,,,,,,,,,,,,,,,96.94052602
399.070007,,,,,,,,,,,,,,,,98.35642975
400,,,,,,,,,,,,,,,,99.43248944
401.059998,,,,,,,,,,,,,,,,99.91984957
401.959992,,,,,,,,,,,,,,,,100
403.029999,,,,,,,,,,,,,,,,99.57990757
403.929993,,,,,,,,,,,,,,,,98.59194501
405,,,,,,,,,,,,,,,,97.15398412
406.059998,,,,,,,,,,,,,,,,95.29060688
406.959992,,,,,,,,,,,,,,,,93.05346164
408.029999,,,,,,,,,,,,,,,,90.45087727
408.929993,,,,,,,,,,,,,,,,87.59554738
410,,,,,,,,,,,,,,,,84.52599877
411.059998,,,,,,,,,,,,,,,,81.34206179
411.959992,,,,,,,,,,,,,,,,78.00061235
413.029999,,,,,,,,,,,,,,,,74.53893961
413.929993,,,,,,,,,,,,,,,,71.06405222
415,,,,,,,,,,,,,,,,67.59469224
416.059998,,,,,,,,,,,,,,,,64.15505839
416.959992,,,,,,,,,,,,,,,,60.83807772
418.029999,,,,,,,,,,,,,,,,57.65042119
418.929993,,,,,,,,,,,,,,,,54.525853
420,,,,,,,,,,,,,,,,51.43062796
421.059998,,,,,,,,,,,,,,,,48.3936208
421.959992,,,,,,,,,,,,,,,,45.5199363
423.029999,,,,,,,,,,,,,,,,42.69473276
423.929993,,,,,,,,,,,,,,,,39.94020976
425,,,,,,,,,,,,,,,,37.22972959
426.059998,,,,,,,,,,,,,,,,34.59917511
426.959992,,,,,,,,,,,,,,,,31.98963728
428.029999,,,,,,,,,,,,,,,,29.44046144
428.929993,,,,,,,,,,,,,,,,27.03317653
430,,,,,,,,,,,,,,,,24.8029532
431.059998,,,,,,,,,,,,,,,,22.64821236
431.959992,,,,,,,,,,,,,,,,20.62133013
433.029999,,,,,,,,,,,,,,,,18.69327095
433.929993,,,,,,,,,,,,,,,,16.96936218
435,,,,,,,,,,,,,,,,15.40698917
436.059998,,,,,,,,,,,,,,,,14.01167509
436.959992,,,,,,,,,,,,,,,,12.7590706
438.029999,,,,,,,,,,,,,,,,11.6755825
438.929993,,,,,,,,,,,,,,,,10.72075964
440,,,,,,,,,,,,,,,,9.9454872
441.059998,,,,,,,,,,,,,,,,9.357593137
441.959992,,,,,,,,,,,,,,,,8.932561306
443.029999,,,,,,,,,,,,,,,,8.614615053
443.929993,,,,,,,,,,,,,,,,8.417285451